Primary key	Level 1	Level 2	Level 3/Subsystem Name
172	RNA Metabolism	RNA processing and modification	Test Q
192	RNA Metabolism	RNA processing and modification	Threonylcarbamoyladenosine
206	RNA Metabolism	Transcription	Transcription elongation factors, archaeal
207	RNA Metabolism	Transcription	Transcription factors bacterial
209	RNA Metabolism	Transcription	Transcription factors cyanobacterial RpoD-like sigma factors
210	RNA Metabolism	Transcription	Transcription initiation, bacterial sigma factors
294	RNA Metabolism	RNA processing and modification	Wyeosine-MimG Biosynthesis
311	RNA Metabolism	RNA processing and modification	YrdC-YciO
312	RNA Metabolism	RNA processing and modification	YrdC-YciO-Sua5 and associated protein families
329	RNA Metabolism	RNA processing and modification	ct6A
334	RNA Metabolism	RNA processing and modification	eukaryotic rRNA modification and related functions
336	RNA Metabolism	RNA processing and modification	m(6)t(6)A methlytransferase TsaA
338	RNA Metabolism	RNA processing and modification	methyl t6A
351	RNA Metabolism	RNA processing and modification	rRNA modification Archaea
352	RNA Metabolism	RNA processing and modification	rRNA modification bacteria
354	RNA Metabolism	RNA processing and modification	t(6)A synthesis in Archaea and Eukaryotes
356	RNA Metabolism	RNA processing and modification	t(6)A synthesis in bacteria
357	RNA Metabolism	RNA processing and modification	t6A synthesis in Archaea and Eukaryotes
358	RNA Metabolism	RNA processing and modification	t6A synthesis in bacteria
379	RNA Metabolism	RNA processing and modification	tRNA modification Archaea
380	RNA Metabolism	RNA processing and modification	tRNA modification yeast cytoplasmic
381	RNA Metabolism	RNA processing and modification	tRNA modification yeast mitochondrial
382	RNA Metabolism	RNA processing and modification	tRNA mods Archaea
383	RNA Metabolism	RNA processing and modification	tRNA nucleotidyltransferase
384	RNA Metabolism	RNA processing and modification	tRNA processing
385	RNA Metabolism	RNA processing and modification	tRNA splicing
608	RNA Metabolism	RNA processing and modification	ATP-dependent RNA helicases, bacterial
728	RNA Metabolism	RNA processing and modification	Exosome
819	RNA Metabolism	-	Group II intron-associated genes
880	RNA Metabolism	RNA processing and modification	KEOPS complex
977	RNA Metabolism	RNA processing and modification	Methylthiotransferases
1173	RNA Metabolism	RNA processing and modification	Polyadenylation bacterial
1245	RNA Metabolism	RNA processing and modification	Q RZ
1246	RNA Metabolism	RNA processing and modification	Queuosine exploration RZ
1247	RNA Metabolism	RNA processing and modification	Queuosine-Archaeosine Biosynthesis
1261	RNA Metabolism	RNA processing and modification	RNA 3'-terminal phosphate cyclase
1262	RNA Metabolism	Transcription	RNA polymerase I
1263	RNA Metabolism	Transcription	RNA polymerase II
1264	RNA Metabolism	Transcription	RNA polymerase II initiation factors
1265	RNA Metabolism	Transcription	RNA polymerase III
1266	RNA Metabolism	Transcription	RNA polymerase III initiation factors
1267	RNA Metabolism	Transcription	RNA polymerase archaeal
1269	RNA Metabolism	Transcription	RNA polymerase archaeal initiation factors
1270	RNA Metabolism	Transcription	RNA polymerase bacterial
1271	RNA Metabolism	Transcription	RNA polymerase chloroplast
1272	RNA Metabolism	RNA processing and modification	RNA processing and degradation, bacterial
1273	RNA Metabolism	RNA processing and modification	RNA processing orphans
1274	RNA Metabolism	RNA processing and modification	RNA pseudouridine syntheses
416	Secondary Metabolism	Plant Glucosinolates	Biosynthesis of benzenic and indolic glucosinolates in plants (core structure and secondary modifications)
842	Secondary Metabolism	Plant Glucosinolates	Homomethionine biosynthesis and methionine chain elongation pathway for glucosinolates in plants
52	Secondary Metabolism	Biosynthesis of phenylpropanoids	Salicylic acid biosynthesis1
81	Secondary Metabolism	Biosynthesis of phenylpropanoids	Sinapate ester biosynthesis in plants
103	Secondary Metabolism	Bacterial cytostatics, differentiation factors and antibiotics	2-isocapryloyl-3R-hydroxymethyl-gamma-butyrolactone and other bacterial morphogens
115	Secondary Metabolism	Biologically active compounds in metazoan cell defence and differentiation	Steroid sulfates
153	Secondary Metabolism	Biosynthesis of phenylpropanoids	Tannin biosynthesis
186	Secondary Metabolism	Plant Hormones	Auxin biosynthesis
197	Secondary Metabolism	Plant Hormones	Auxin degradation
292	Secondary Metabolism	-	Bacillus subtilis yydFGHIJ operon
408	Secondary Metabolism	Biosynthesis of phenylpropanoids	Biflavanoid biosynthesis
526	Secondary Metabolism	Biosynthesis of phenylpropanoids	Caffeic acid derivatives
532	Secondary Metabolism	Lipid-derived mediators	Cannabinoid biosynthesis
578	Secondary Metabolism	Bacterial cytostatics, differentiation factors and antibiotics	Clavulanic acid biosynthesis
754	Secondary Metabolism	Biosynthesis of phenylpropanoids	Flavanones and dihydroflavonols biosynthesis in plants
869	Secondary Metabolism	Plant Alkaloids	Alkaloid biosynthesis from L-lysine
881	Secondary Metabolism	Hydrocarbons	Alkane biosynthesis in bacteria
1065	Secondary Metabolism	Bacterial cytostatics, differentiation factors and antibiotics	Nonribosomal peptide synthetases (NRPS) in Frankia sp. Ccl3
1081	Secondary Metabolism	Biosynthesis of phenylpropanoids	Apigenin derivatives
1093	Secondary Metabolism	Bacterial cytostatics, differentiation factors and antibiotics	Paerucumarin Biosynthesis
1136	Secondary Metabolism	Bacterial cytostatics, differentiation factors and antibiotics	Phenazine biosynthesis
1141	Secondary Metabolism	Biosynthesis of phenylpropanoids	Phenylpropanoids general biosynthesis in plants
1142	Secondary Metabolism	Biosynthesis of phenylpropanoids	Phenylpropionate Degradation
1253	Secondary Metabolism	Biologically active compounds in metazoan cell defence and differentiation	Quinolinic acid and its derivatives
45	Stress Response	Oxidative stress	Rubrerythrin
78	Stress Response	-	SigmaB stress responce regulation
135	Stress Response	-	Sugar-phosphate stress regulation
142	Stress Response	Osmotic stress	Synthesis of osmoregulated periplasmic glucans
159	Stress Response	Detoxification	Tellurite resistance: Chromosomal determinants
166	Stress Response	Heat shock	At5g63290
264	Stress Response	-	Universal stress protein family
274	Stress Response	Detoxification	Uptake of selenate and selenite
390	Stress Response	-	Bacterial hemoglobins
406	Stress Response	Osmotic stress	Betaine biosynthesis from glycine
538	Stress Response	-	Carbon Starvation
570	Stress Response	Osmotic stress	Choline and Betaine Uptake and Betaine Biosynthesis
598	Stress Response	Cold shock	Cold shock, CspA family of proteins
601	Stress Response	-	Commensurate regulon activation
648	Stress Response	Detoxification	D-tyrosyl-tRNA(Tyr) deacylase
684	Stress Response	-	Dimethylarginine metabolism
714	Stress Response	Osmotic stress	Ectoine biosynthesis and regulation
738	Stress Response	-	FOL Commensurate regulon activation
757	Stress Response	-	Flavohaemoglobin
785	Stress Response	Acid stress	Glutamate transporter involved in acid tolerance in Streptococcus
790	Stress Response	Oxidative stress	Glutaredoxins
791	Stress Response	Oxidative stress	Glutathione analogs: mycothiol
792	Stress Response	Detoxification	Glutathione-dependent pathway of formaldehyde detoxification
794	Stress Response	Oxidative stress	Glutathione: Biosynthesis and gamma-glutamyl cycle
795	Stress Response	Oxidative stress	Glutathione: Non-redox reactions
796	Stress Response	Oxidative stress	Glutathione: Redox cycle
798	Stress Response	Oxidative stress	Glutathionylspermidine and Trypanothione
820	Stress Response	Osmotic stress	Gycosylglycerates
827	Stress Response	Heat shock	Heat shock dnaK gene cluster extended
836	Stress Response	-	Hfl operon
843	Stress Response	Detoxification	Housecleaning nucleoside triphosphate pyrophosphatases
1069	Stress Response	Detoxification	Nucleoside triphosphate pyrophosphohydrolase MazG
1070	Stress Response	Detoxification	Nudix KE
1072	Stress Response	Detoxification	Nudix proteins (nucleoside triphosphate hydrolases)
1075	Stress Response	Dessication stress	O-antigen capsule important for environmental persistence
1082	Stress Response	Osmotic stress	Osmoprotectant ABC transporter YehZYXW of Enterobacteriales
1083	Stress Response	Osmotic stress	Osmoregulation
1084	Stress Response	Osmotic stress	Osmotic stress cluster
1086	Stress Response	Oxidative stress	Oxidative stress
1088	Stress Response	Oxidative stress	Oxygen stress response / Human gut microbiome
1107	Stress Response	Periplasmic Stress	Periplasmic Acid Stress Response in Enterobacteria
1108	Stress Response	Periplasmic Stress	Periplasmic Stress Response
1131	Stress Response	-	Phage shock protein (psp) operon
1203	Stress Response	Oxidative stress	Protection from Reactive Oxygen Species
1283	Stress Response	Oxidative stress	Redox-dependent regulation of nucleus processes
1285	Stress Response	Oxidative stress	Regulation of Oxidative Stress Response
138	Sulfur Metabolism	-	Sulfate reduction-associated complexes
139	Sulfur Metabolism	-	Sulfur oxidation
154	Sulfur Metabolism	Organic sulfur assimilation	Taurine Utilization
156	Sulfur Metabolism	Organic sulfur assimilation	At5g37530 (CsdL protein family)
188	Sulfur Metabolism	-	Thioredoxin-disulfide reductase
278	Sulfur Metabolism	Organic sulfur assimilation	Utilization of glutathione as a sulphur source
394	Sulfur Metabolism	-	Bacterial pathways for dimethylsulfoniopropionate and acrylate catabolism
509	Sulfur Metabolism	-	CFE Sulfur Oxidation
649	Sulfur Metabolism	Organic sulfur assimilation	DMSP breakdown
685	Sulfur Metabolism	-	Dimethylsulfoniopropionate (DMSP) mineralization
687	Sulfur Metabolism	-	Dimethylsulfoniopropionate (DMSP) mineralization, WBW
688	Sulfur Metabolism	-	Dimethylsulfoniopropionate (DMSP) mineralization, gjo
695	Sulfur Metabolism	-	EC 3.13.1.- Hydrolases acting on carbon-sulfur bonds
779	Sulfur Metabolism	-	Galactosylceramide and Sulfatide metabolism
856	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation
886	Sulfur Metabolism	Organic sulfur assimilation	L-Cystine Uptake and Metabolism
900	Sulfur Metabolism	Organic sulfur assimilation	Alkanesulfonate assimilation
911	Sulfur Metabolism	Organic sulfur assimilation	Alkanesulfonates Utilization
1287	Sulfur Metabolism	-	Release of Dimethyl Sulfide (DMS) from Dimethylsulfoniopropionate (DMSP)
537	Transcriptional regulation	-	CarD
1	Virulence	Resistance to antibiotics and toxic compounds	Resistance to fluoroquinolones
85	Virulence	Resistance to antibiotics and toxic compounds	Small multidrug resistance strays
119	Virulence	-	Streptococcus agalactiae virulome
120	Virulence	Resistance to antibiotics and toxic compounds	Streptococcus pneumoniae Vancomycin Tolerance Locus
126	Virulence	Resistance to antibiotics and toxic compounds	Streptothricin resistance
158	Virulence	Resistance to antibiotics and toxic compounds	Teicoplanin-resistance in Staphylococcus
169	Virulence	Fimbriae of the Chaperone/Usher Assembly Pathway	&#945;-Fimbriae
178	Virulence	Resistance to antibiotics and toxic compounds	The mdtABCD multidrug resistance cluster
242	Virulence	Type III, Type IV, Type VI, ESAT secretion systems	Type 4 secretion and conjugative transfer
316	Virulence	Resistance to antibiotics and toxic compounds	Zinc resistance
403	Virulence	Resistance to antibiotics and toxic compounds	Beta-lactamase
421	Virulence	Resistance to antibiotics and toxic compounds	BlaR1 Family Regulatory Sensor-transducer Disambiguation
525	Virulence	Resistance to antibiotics and toxic compounds	Cadmium resistance
562	Virulence	Fimbriae of the Chaperone/Usher Assembly Pathway	&#945;-related Fimbriae in Yersinia
586	Virulence	Resistance to antibiotics and toxic compounds	Cobalt-zinc-cadmium resistance
611	Virulence	Resistance to antibiotics and toxic compounds	Copper homeostasis
612	Virulence	Resistance to antibiotics and toxic compounds	Copper homeostasis: copper tolerance
663	Virulence	Fimbriae of the Chaperone/Usher Assembly Pathway	&#946;-Fimbriae
680	Virulence	Fimbriae of the Chaperone/Usher Assembly Pathway	&#954;-Fimbriae
722	Virulence	Resistance to antibiotics and toxic compounds	Erythromycin resistance
758	Virulence	Resistance to antibiotics and toxic compounds	Adaptation to d-cysteine
767	Virulence	Resistance to antibiotics and toxic compounds	Fosfomycin resistance
828	Virulence	-	Heat shock protein Hsp22.5 involved in pathogenesis of Mycobacterium tuberculosis
870	Virulence	Fimbriae of the Chaperone/Usher Assembly Pathway	&#963;-Fimbriae
902	Virulence	Resistance to antibiotics and toxic compounds	Legionella pneumophila Potential Resistome
931	Virulence	Resistance to antibiotics and toxic compounds	Lysozyme inhibitors
942	Virulence	-	Mammalian cell entry genes (MCE) in Streptomyces
957	Virulence	Resistance to antibiotics and toxic compounds	Mercuric reductase
958	Virulence	Resistance to antibiotics and toxic compounds	Mercury resistance operon
968	Virulence	Resistance to antibiotics and toxic compounds	Methicillin resistance in Staphylococci
978	Virulence	Resistance to antibiotics and toxic compounds	MexA-MexB-OprM Multidrug Efflux System
979	Virulence	Resistance to antibiotics and toxic compounds	MexC-MexD-OprJ Multidrug Efflux System
980	Virulence	Resistance to antibiotics and toxic compounds	MexE-MexF-OprN Multidrug Efflux System
985	Virulence	Resistance to antibiotics and toxic compounds	Monika MRSA
989	Virulence	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps
990	Virulence	Resistance to antibiotics and toxic compounds	Multidrug Resistance Operon mdtRP of Bacillus
991	Virulence	Resistance to antibiotics and toxic compounds	Multidrug Resistance, 2-protein version Found in Gram-positive bacteria
992	Virulence	Resistance to antibiotics and toxic compounds	Multidrug Resistance, Tripartite Systems Found in Gram Negative Bacteria
993	Virulence	Resistance to antibiotics and toxic compounds	Multidrug efflux pump in Campylobacter jejuni (CmeABC operon)
994	Virulence	Resistance to antibiotics and toxic compounds	Multiple Antibiotic Resistance MAR locus
997	Virulence	Resistance to antibiotics and toxic compounds	Aminoglycoside adenylyltransferases
1001	Virulence	Resistance to antibiotics and toxic compounds	Mycobacterial MmpL1 membrane protein cluster
1002	Virulence	Resistance to antibiotics and toxic compounds	Mycobacterial MmpL10 membrane protein cluster
1003	Virulence	Resistance to antibiotics and toxic compounds	Mycobacterial MmpL11 membrane protein cluster
1004	Virulence	Resistance to antibiotics and toxic compounds	Mycobacterial MmpL12 membrane protein cluster
1005	Virulence	Resistance to antibiotics and toxic compounds	Mycobacterial MmpL2 membrane protein cluster
1006	Virulence	Resistance to antibiotics and toxic compounds	Mycobacterial MmpL3 membrane protein cluster
1007	Virulence	Resistance to antibiotics and toxic compounds	Mycobacterial MmpL4 membrane protein cluster
1009	Virulence	Resistance to antibiotics and toxic compounds	Mycobacterial MmpL5 membrane protein cluster
1010	Virulence	Resistance to antibiotics and toxic compounds	Mycobacterial MmpL6 membrane protein cluster
1011	Virulence	Resistance to antibiotics and toxic compounds	Mycobacterial MmpL7 membrane protein cluster
1012	Virulence	Resistance to antibiotics and toxic compounds	Mycobacterial MmpL8 membrane protein cluster
1013	Virulence	Resistance to antibiotics and toxic compounds	Mycobacterial MmpL9 membrane protein cluster
1016	Virulence	-	Mycobacterial virulence operon MCE involved in cell invasion
1018	Virulence	-	Mycobacterium virulence operon involved in DNA transcription
1020	Virulence	-	Mycobacterium virulence operon involved in an unknown function with Superoxide dismutase
1022	Virulence	-	Mycobacterium virulence operon involved in an unknown function with a Jag Protein and YidC and YidD
1023	Virulence	-	Mycobacterium virulence operon involved in fatty acids biosynthesis
1024	Virulence	-	Mycobacterium virulence operon involved in lipid degradation
1025	Virulence	-	Mycobacterium virulence operon involved in lipid metabolism
1026	Virulence	-	Mycobacterium virulence operon involved in protein synthesis (LSU ribosomal proteins)
1027	Virulence	-	Mycobacterium virulence operon involved in protein synthesis (SSU ribosomal proteins)
1028	Virulence	-	Mycobacterium virulence operon involved with a dormancy regulon
1029	Virulence	-	Mycobacterium virulence operon involved with a mostly uncharacterized dormancy regulon
1030	Virulence	-	Mycobacterium virulence operon involved with nitrate dormancy regulon
1032	Virulence	-	Mycobacterium virulence operon possibly involved in quinolinate biosynthesis
1033	Virulence	-	Mycobacterium virulence operon with Esat6-like proteins
1034	Virulence	-	Mycobacterium virulence operon with PE family and Esat6-like proteins
1178	Virulence	Resistance to antibiotics and toxic compounds	Polymyxin Synthetase Gene Cluster in Bacillus
1248	Virulence	Resistance to antibiotics and toxic compounds	Arsenic resistance
1288	Virulence	Resistance to antibiotics and toxic compounds	Resistance to Vancomycin
1289	Virulence	Resistance to antibiotics and toxic compounds	Resistance to chromium compounds
49	Virulence, Disease and Defense	Toxins and superantigens	SLO-NADGH Locus
54	Virulence, Disease and Defense	Invasion and intracellular resistance	Salmonella invasion locus
111	Virulence, Disease and Defense	Toxins and superantigens	Staphylococcus Two-component and Pore-forming Cytolysins
118	Virulence, Disease and Defense	Toxins and superantigens	Streptococcus agalactiae hemolysin operon
121	Virulence, Disease and Defense	-	Streptococcus pyogenes Virulome
122	Virulence, Disease and Defense	Adhesion	Streptococcus pyogenes recombinatorial zone
124	Virulence, Disease and Defense	Toxins and superantigens	Streptolysin S Biosynthesis and Transport
195	Virulence, Disease and Defense	Bacteriocins, ribosomally synthesized antibacterial peptides	Tolerance to colicin E2
240	Virulence, Disease and Defense	Adhesion	Type 1 pili (mannose-sensitive fimbriae)
314	Virulence, Disease and Defense	Bacteriocins, ribosomally synthesized antibacterial peptides	Bacitracin Stress Response
386	Virulence, Disease and Defense	-	Bacterial cyanide production and tolerance mechanisms
395	Virulence, Disease and Defense	Bacteriocins, ribosomally synthesized antibacterial peptides	Bacteriocin-like peptides Blp
396	Virulence, Disease and Defense	Bacteriocins, ribosomally synthesized antibacterial peptides	Bacteriocins in Lactobacilli
429	Virulence, Disease and Defense	-	C jejuni colonization of chick caeca
513	Virulence, Disease and Defense	Adhesion	CMP-pseudaminic acid pathway in Helicobacter pylori
567	Virulence, Disease and Defense	Toxins and superantigens	Cholera toxin
599	Virulence, Disease and Defense	Bacteriocins, ribosomally synthesized antibacterial peptides	Colicin V and Bacteriocin Production Cluster
630	Virulence, Disease and Defense	Adhesion	Accessory colonization factor
631	Virulence, Disease and Defense	Toxins and superantigens	Cytolethal distending toxin of Campylobacter jejuni
632	Virulence, Disease and Defense	Toxins and superantigens	Cytolethal distending toxins
633	Virulence, Disease and Defense	Invasion and intracellular resistance	Cytolysin and Lipase operon in Vibrio
677	Virulence, Disease and Defense	Adhesion	Decorin binding proteins of Borrelia
690	Virulence, Disease and Defense	Toxins and superantigens	Diphtheria toxin
786	Virulence, Disease and Defense	Adhesion	Adhesins in Staphylococcus
797	Virulence, Disease and Defense	Adhesion	Adhesion of Campylobacter
816	Virulence, Disease and Defense	Invasion and intracellular resistance	Gram-Positive Extracellular Nucleases
853	Virulence, Disease and Defense	Invasion and intracellular resistance	Inclusion membrane proteins supporting intracellular life styles in Chlamydiales
903	Virulence, Disease and Defense	-	Legionella pneumophila Virulome
921	Virulence, Disease and Defense	Invasion and intracellular resistance	Listeria surface proteins: Internalin-like proteins
923	Virulence, Disease and Defense	Invasion and intracellular resistance	Listeria surface proteins: LPXTG motif
933	Virulence, Disease and Defense	Detection	MLST
934	Virulence, Disease and Defense	-	MRSA analysis Oli
947	Virulence, Disease and Defense	Bacteriocins, ribosomally synthesized antibacterial peptides	Marinocine, a broad-spectrum antibacterial protein
949	Virulence, Disease and Defense	Adhesion	Mediator of hyperadherence YidE in Enterobacteria and its conserved region
1036	Virulence, Disease and Defense	Invasion and intracellular resistance	MymA operon of Mycobacterium tuberculosis
1114	Virulence, Disease and Defense	Toxins and superantigens	Pertussis toxin
1195	Virulence, Disease and Defense	Toxins and superantigens	Prophage-encoded Exotoxins
